<<<<<<< HEAD
Name,city,state_code,Rank_USNewsWorldReport,TuitionFees,Undergrad_Enrollment,longitude,latitude,website,yearFounded,studentFacultyRatio,totalGrantAid,percentOfStudentsFinAid,percentOfStudentsGrant
University of South Florida,Tampa,FL,159,17325,6410,31111,60343,Urban,-82.4130,28.0546,http://www.usf.edu,,South,1956,Public,Doctoral Universities: Very High Research Activity,22,52644051,92,89
Biola University,La Mirada,CA,164,36696,,4225,,,-118.0156,33.9063,https://www.biola.edu/,,,1908,,,,,,
Maryville University of St. Louis,St. Louis,MO,164,27958,,2795,,,-90.5037,38.6462,https://www.maryville.edu/,,,1872,,,,,,
Missouri University of Science & Technology,Rolla,MO,164,26152,9628,6841,,,-91.7756,37.9537,https://www.mst.edu/,,,1870,,,,,,
St. John's University,Queens,NY,164,39460,,16210,,,-73.7956,40.7219,https://www.stjohns.edu/,,,1870,,,,,,
Virginia Commonwealth University,Richmond,VA,164,31608,13076,24051,32628,Urban,-77.4525,37.5493,http://www.vcu.edu,,South,1838,Public,Doctoral Universities: Very High Research Activity,18,40918621,83,73
Union University,Jackson,TN,169,30420,,2829,,,-88.8602,35.6770,https://www.uu.edu/,,,1823,,,,,,
University of Hawaii--Manoa,Honolulu,HI,169,33764,11732,13689,,,-157.8148,21.2998,https://manoa.hawaii.edu/,,,1907,,,,,,
Edgewood College,Madison,WI,171,27530,,1813,,,-89.4234,43.0607,https://www.edgewood.edu/,,,1927,,,,,,
Florida Institute of Technology,Melbourne,FL,171,40446,,3586,,,-80.6230,28.0647,https://www.fit.edu/,,,1958,,,,,,
University of Idaho,Moscow,ID,171,22040,7232,9116,13852,Rural,-117.0398,46.8208,http://www.uidaho.edu,,West,1889,Public,Doctoral Universities: High Research Activity,16,14633630,99,96
University of Louisville,Louisville,KY,171,24626,10738,15769,25451,Urban,-85.7621,38.2154,http://louisville.edu,,South,1798,Public,Doctoral Universities: Very High Research Activity,19,28475777,98,96
University of Wyoming,Laramie,WY,171,16215,5055,10045,13616,Rural,-105.5857,41.3124,http://www.uwyo.edu,,West,1886,Public,Doctoral Universities: High Research Activity,14,14017953,95,89
Ball State University,Muncie,IN,176,25428,9654,16602,25247,Urban,-85.4095,40.1976,http://cms.bsu.edu,,Midwest,1918,Public,Doctoral Universities: High Research Activity,14,37014896,90,76
Lipscomb University,Nashville,TN,176,29756,,3030,5876,Urban,-86.8202,36.1478,http://https://www.lipscomb.edu,,South,,Private not-for-profit,Doctoral/Professional Universities,14,13972720,99,99
Mississippi State University,Mississippi State,MS,176,20142,7502,17421,24449,Rural,-89.8737,32.5851,http://www.msstate.edu,,South,1878,Public,Doctoral Universities: Very High Research Activity,16,44017359,98,98
Montclair State University,Montclair,NJ,176,20318,11771,16336,24101,Suburban,-74.1949,40.8564,http://www.montclair.edu,,Northeast,1908,Public,Doctoral Universities: High Research Activity,18,20242277,82,62
Texas Tech University,Lubbock,TX,176,22861,10622,29237,41909,Urban,-101.8559,33.5923,http://www.texastech.edu,,South,1923,Public,Doctoral Universities: Very High Research Activity,19,37108725,86,80
University of Central Florida,Orlando,FL,176,22467,6368,54513,81082,Suburban,-81.3597,28.4939,http://www.ucf.edu,,South,1963,Public,Doctoral Universities: Very High Research Activity,31,66237034,94,90
University of New Mexico,Albuquerque,NM,176,21302,7071,20522,25420,Urban,-106.6486,35.0842,http://www.unm.edu,,West,1889,Public,Doctoral Universities: Very High Research Activity,19,15803429,96,96
Andrews University,Berrien Springs,MI,183,27684,,1733,,,-86.3599,41.9648,https://www.andrews.edu/,,,1874,,,,,,
Azusa Pacific University,Azusa,CA,183,36120,,5883,10989,Suburban,-117.9059,34.1336,http://www.apu.edu,,West,1899,Private not-for-profit,Doctoral Universities: High Research Activity,10,16614657,95,94
University of Maine,Orono,ME,183,29498,10628,9297,,,-68.6688,44.9019,https://umaine.edu/,,,1865,,,,,,
West Virginia University,Morgantown,WV,183,21432,7632,22498,30045,Urban,-79.8751,39.5131,http://www.wvu.edu,,South,1867,Public,Doctoral Universities: Very High Research Activity,21,41150449,95,85
Widener University,Chester,PA,183,42870,,3554,,,-75.3576,39.8616,https://www.widener.edu/,,,1821,,,,,,
Kent State University,Kent,OH,188,18376,10012,23607,,,-81.3433,41.1498,https://www.kent.edu/,,,1910,,,,,,
North Dakota State University,Fargo,ND,188,19790,9046,12037,14384,Urban,-96.8000,46.8918,http://www.ndsu.edu,,Midwest,1890,Public,Doctoral Universities: High Research Activity,19,8565382,95,78
Pace University,New York,NY,188,42772,,8747,15486,Urban,-74.0058,40.7116,http://www.pace.edu,,Northeast,1906,Private not-for-profit,Doctoral/Professional Universities,14,57422148,96,96
Robert Morris University,Pittsburgh,PA,188,28250,,4497,,,-80.2202,40.5216,https://www.rmu.edu/,,,1921,,,,,,
Suffolk University,Boston,MA,188,35578,,5565,,,-71.0611,42.3579,https://www.suffolk.edu/,,,1906,,,,,,
University of Hartford,West Hartford,CT,188,37790,,5246,,,-72.7138,41.7985,https://www.hartford.edu/,,,1957,,,,,,
Bowling Green State University,Bowling Green,OH,194,18332,10796,14334,,,-83.6301,41.3798,https://www.bgsu.edu/,,,1910,,,,,,
University of Houston,Houston,TX,194,25410,10710,34716,51217,Urban,-95.3698,29.7605,http://www.uh.edu,,South,1927,Public,Doctoral Universities: Very High Research Activity,23,43353505,94,93
Western Michigan University,Kalamazoo,MI,194,25713,11029,18567,,,-85.6103,42.2837,https://wmich.edu/,,,1903,,,,,,
Indiana University-Purdue University--Indianapolis,Indianapolis,IN,197,29791,9205,21985,,,-86.1773,39.7750,https://www.iupui.edu/,,,1969,,,,,,
Lesley University,Cambridge,MA,197,25750,,1520,,,-71.1176,42.3812,https://lesley.edu/,,,1909,,,,,,
University of Alabama--Huntsville,Huntsville,AL,197,20622,9128,6013,,,-86.6405,34.7252,https://www.uah.edu/,,,1950,,,,,,
University of Colorado--Denver,Denver,CO,197,29334,10404,14036,,,-105.0023,39.7464,https://www.ucdenver.edu/,,,1912,,,,,,
University of Nevada--Reno,Reno,NV,197,21052,7142,17770,,,-119.8142,39.5437,https://www.unr.edu/,,,1874,,,,,,
California State University--Fullerton,Fullerton,CA,202,17596,6436,33144,,,-117.8851,33.8823,http://www.fullerton.edu/,,,1957,,,,,,
Central Michigan University,Mount Pleasant,MI,202,23670,12150,20498,,,-84.7756,43.5907,https://www.cmich.edu/,,,1892,,,,,,
Louisiana Tech University,Ruston,LA,202,25851,8853,10682,12768,Rural,-92.6398,32.5305,http://www.latech.edu,,South,1894,Public,Doctoral Universities: High Research Activity,23,22656637,99,98
South Dakota State University,Brookings,SD,202,11403,8172,11007,,,-96.7835,44.3191,https://www.sdstate.edu/,,,1881,,,,,,
University of Alaska--Fairbanks,Fairbanks,AK,202,22469,7799,7610,,,-147.8341,64.8556,https://www.uaf.edu/,,,1917,,,,,,
University of North Carolina--Charlotte,Charlotte,NC,202,20193,6617,22732,,,-80.7352,35.3071,https://www.charlotte.edu/,,,1946,,,,,,
University of North Dakota,Grand Forks,ND,202,18899,4965,11577,17182,Urban,-97.0709,47.9217,http://und.edu,,Midwest,1883,Public,Doctoral Universities: High Research Activity,17,8117000,95,89
University of South Dakota,Vermillion,SD,202,11688,8457,7435,12276,Rural,-96.9258,42.7825,http://www.usd.edu,,Midwest,1862,Public,Doctoral Universities: High Research Activity,15,5109281,92,80
East Carolina University,Greenville,NC,210,22904,6946,23039,31962,Urban,-77.3725,35.6111,http://www.ecu.edu,,South,1907,Public,Doctoral Universities: High Research Activity,19,20015077,81,64
Montana State University,Bozeman,MT,210,23042,7031,13707,18756,Rural,-111.0332,45.6793,http://www.montana.edu,,West,1893,Public,Doctoral Universities: Very High Research Activity,17,18153533,92,91
Old Dominion University,Norfolk,VA,210,27028,10048,20101,28042,Urban,-76.3030,36.8889,http://odu.edu,,South,1930,Public,Doctoral Universities: High Research Activity,18,22291745,93,93
University of Missouri--Kansas City,Kansas City,MO,210,22714,9551,11253,,,-94.5775,39.0333,https://www.umkc.edu/,,,1933,,,,,,
Ashland University,Ashland,OH,214,20392,,3716,,,-82.3232,40.8618,https://www.ashland.edu/,,,1878,,,,,,
Dallas Baptist University,Dallas,TX,214,26180,,3315,,,-96.9467,32.7095,https://www.dbu.edu/,,,1898,,,,,,
Northern Illinois University,DeKalb,IL,214,23799,14334,15027,,,-88.7734,41.9351,https://www.niu.edu/,,,1895,,,,,,
Nova Southeastern University,Davie,FL,214,27660,,4641,,,-80.2457,26.0786,https://www.nova.edu/,,,1964,,,,,,
Southern Illinois University--Carbondale,Carbondale,IL,214,27130,13481,13031,,,-89.2230,37.7080,https://siu.edu/,,,1869,,,,,,
University of Montana,Missoula,MT,214,24562,6446,8732,,,-113.9846,46.8619,https://www.umt.edu/,,,1893,,,,,,
Benedictine University,Lisle,IL,220,32170,,3347,,,-88.0953,41.7784,https://ben.edu/,,,1887,,,,,,
California State University--Fresno,Fresno,CA,220,17209,6313,21482,,,-119.7462,36.8137,https://www.fresnostate.edu/,,,1911,,,,,,
Gardner-Webb University,Boiling Springs,NC,220,29850,,2615,,,-81.6707,35.2475,https://gardner-webb.edu/,,,1905,,,,,,
New Mexico State University,Las Cruces,NM,220,21234,6729,12526,16064,Suburban,-106.7527,32.2752,http://www.nmsu.edu,,West,1888,Public,Doctoral Universities: High Research Activity,16,24554327,99,98
Shenandoah University,Winchester,VA,220,31322,,2010,,,-78.1588,39.1667,https://www.su.edu/,,,1875,,,,,,
Tennessee Technological University,Cookeville,TN,220,24800,16311,9801,11103,Rural,-85.5016,36.1628,http://www.tntech.edu,,South,1915,Public,Doctoral Universities: High Research Activity,18,13968673,98,98
University of Massachusetts--Boston,Boston,MA,220,32023,13435,12949,,,-71.0420,42.3142,https://www.umb.edu/,,,1964,,,,,,
University of Massachusetts--Dartmouth,Dartmouth,MA,220,19270,12588,7295,,,-71.0054,41.6269,https://www.umassd.edu/,,,1895,,,,,,
University of Missouri--St. Louis,St. Louis,MO,220,26277,10065,13569,,,-90.3083,38.7092,https://www.umsl.edu/,,,1963,,,,,,
University of North Carolina--Greensboro,Greensboro,NC,220,21595,6733,15951,,,-79.8102,36.0689,https://www.uncg.edu/,,,1891,,,,,,
University of Southern Mississippi,Hattiesburg,MS,220,16094,7224,11840,,,-89.3335,31.3299,https://www.usm.edu/,,,1910,,,,,,
Utah State University,Logan,UT,220,19772,6866,25259,33055,Urban,-111.8348,41.7362,http://www.usu.edu,,West,1888,Public,Doctoral Universities: High Research Activity,19,31964416,87,82
>>>>>>> dae1d97ce34586654901c73dfa90307a4577ecb9
